"country","name","continent","year","lifeExp","pop","gdpPercap"
"768","pak","Pakistan","Asia",1960-01-01,51.32,44988690,302.09256
"769","pak","Pakistan","Asia",1965-01-01,54.62,50917975,381.58534
"770","pak","Pakistan","Asia",1970-01-01,57.08,58142062,469.43772
"771","pak","Pakistan","Asia",1975-01-01,59.03,66816875,477.96787
"772","pak","Pakistan","Asia",1980-01-01,60.24,78054346,552.61575
"773","pak","Pakistan","Asia",1985-01-01,60.88,92191505,649.3212
"774","pak","Pakistan","Asia",1990-01-01,61.05,107647918,736.95445
"775","pak","Pakistan","Asia",1995-01-01,60.34,123776835,803.57755
"776","pak","Pakistan","Asia",2000-01-01,61.04,142343583,820.22561
"777","pak","Pakistan","Asia",2005-01-01,61.05,160304007,936.84979
"778","pak","Pakistan","Asia",2010-01-01,63.27,179424643,987.40971
"779","pak","Pakistan","Asia",2015-01-01,64.42,199426953,1081.29443
"780","pak","Pakistan","Asia",2019-01-01,65.86,216565317,1185.45678
"781","pan","Panama","Americas",1960-01-01,65.88,1133005,2139.39267
"782","pan","Panama","Americas",1965-01-01,67.48,1314679,2739.22593
"783","pan","Panama","Americas",1970-01-01,68.1,1519286,3434.72614
"784","pan","Panama","Americas",1975-01-01,71.63,1745142,3764.69431
"785","pan","Panama","Americas",1980-01-01,74.21,1978489,4428.6907
"786","pan","Panama","Americas",1985-01-01,75.35,2219200,4676.20877
"787","pan","Panama","Americas",1990-01-01,76.42,2470946,4061.59048
"788","pan","Panama","Americas",1995-01-01,76.54,2739667,4786.35732
"789","pan","Panama","Americas",2000-01-01,77.98,3030333,5493.63331
"790","pan","Panama","Americas",2005-01-01,78.22,3330222,6172.85706
"791","pan","Panama","Americas",2010-01-01,78.5,3642691,8082.01958
"792","pan","Panama","Americas",2015-01-01,79.26,3968490,10765.93175
"793","pan","Panama","Americas",2019-01-01,80.03,4246440,11902.32511
"794","per","Peru","Americas",1960-01-01,47.26,10155011,2659.5261
"795","per","Peru","Americas",1965-01-01,54.12,11711402,3198.14425
"796","per","Peru","Americas",1970-01-01,48.63,13459789,3352.03481
"797","per","Peru","Americas",1975-01-01,63.4,15424745,3838.4796
"798","per","Peru","Americas",1980-01-01,65.1,17547612,3687.80032
"799","per","Peru","Americas",1985-01-01,65.94,19772871,3265.40956
"800","per","Peru","Americas",1990-01-01,69.24,22071433,2650.21398
"801","per","Peru","Americas",1995-01-01,71.49,24299168,3107.11333
"802","per","Peru","Americas",2000-01-01,74.61,26459944,3242.57916
"803","per","Peru","Americas",2005-01-01,77.16,27866140,3796.20408
"804","per","Peru","Americas",2010-01-01,77.32,29027680,5082.35371
"805","per","Peru","Americas",2015-01-01,79.4,30470739,6114.22621
"806","per","Peru","Americas",2019-01-01,80.25,32510462,6489.56639
"807","phl","Philippines","Asia",1960-01-01,61.26,26269741,1100.01976
"808","phl","Philippines","Asia",1965-01-01,62.55,30909997,1206.07322
"809","phl","Philippines","Asia",1970-01-01,62.69,35803591,1305.15163
"810","phl","Philippines","Asia",1975-01-01,64.11,41285741,1498.27931
"811","phl","Philippines","Asia",1980-01-01,65.74,47357741,1753.32336
"812","phl","Philippines","Asia",1985-01-01,66.51,54275836,1434.79229
"813","phl","Philippines","Asia",1990-01-01,68.41,61895169,1585.55062
"814","phl","Philippines","Asia",1995-01-01,69.77,69784087,1565.40825
"815","phl","Philippines","Asia",2000-01-01,70.31,77991757,1668.71554
"816","phl","Philippines","Asia",2005-01-01,70.31,86326251,1893.70181
"817","phl","Philippines","Asia",2010-01-01,70.58,93966784,2217.47215
"818","phl","Philippines","Asia",2015-01-01,70.91,102113206,2735.18552
"819","phl","Philippines","Asia",2019-01-01,71.84,108116622,3340.13267
"820","png","Papua New Guinea","Oceania",1960-01-01,53.68,2255858,1012.44164
"821","png","Papua New Guinea","Oceania",1965-01-01,56.15,2485433,1293.18734
"822","png","Papua New Guinea","Oceania",1970-01-01,59.02,2783132,1592.79984
"823","png","Papua New Guinea","Oceania",1975-01-01,61.09,3139944,1717.72012
"824","png","Papua New Guinea","Oceania",1980-01-01,62.15,3571209,1588.88714
"825","png","Papua New Guinea","Oceania",1985-01-01,62.23,4081022,1488.47755
"826","png","Papua New Guinea","Oceania",1990-01-01,62.61,4615843,1393.18506
"827","png","Papua New Guinea","Oceania",1995-01-01,63.22,5187063,1872.11703
"828","png","Papua New Guinea","Oceania",2000-01-01,63.14,5847590,1643.083
"829","png","Papua New Guinea","Oceania",2005-01-01,62.21,6494902,1646.34424
"830","png","Papua New Guinea","Oceania",2010-01-01,62.78,7310512,1949.35119
"831","png","Papua New Guinea","Oceania",2015-01-01,63.93,8107772,2336.80642
"832","png","Papua New Guinea","Oceania",2019-01-01,64.66,8776119,2489.04886
"833","prt","Portugal","Europe",1960-01-01,64.73,8844638,4500.73615
"834","prt","Portugal","Europe",1965-01-01,65.9,8862277,6029.63761
"835","prt","Portugal","Europe",1970-01-01,67.39,8651334,8759.96732
"836","prt","Portugal","Europe",1975-01-01,69.32,9172240,10361.56885
"837","prt","Portugal","Europe",1980-01-01,71.75,9750966,12372.28203
"838","prt","Portugal","Europe",1985-01-01,73.26,9929176,12598.91336
"839","prt","Portugal","Europe",1990-01-01,74.28,9895358,16667.58481
"840","prt","Portugal","Europe",1995-01-01,75.47,10091322,18059.22365
"841","prt","Portugal","Europe",2000-01-01,76.84,10297117,21497.50043
"842","prt","Portugal","Europe",2005-01-01,78.75,10508494,21988.18879
"843","prt","Portugal","Europe",2010-01-01,80.24,10596055,22498.69086
"844","prt","Portugal","Europe",2015-01-01,81.54,10368346,22018.00945
"845","prt","Portugal","Europe",2019-01-01,81.72,10226178,24679.03409
"846","pry","Paraguay","Americas",1960-01-01,69.07,1903990,1364.30099
"847","pry","Paraguay","Americas",1965-01-01,70.48,2172309,1529.80526
"848","pry","Paraguay","Americas",1970-01-01,70.82,2474757,1726.89912
"849","pry","Paraguay","Americas",1975-01-01,71.4,2791236,2141.15437
"850","pry","Paraguay","Americas",1980-01-01,73.07,3181627,3152.63239
"851","pry","Paraguay","Americas",1985-01-01,74.5,3676206,3060.35528
"852","pry","Paraguay","Americas",1990-01-01,75.79,4223413,3547.48328
"853","pry","Paraguay","Americas",1995-01-01,75.39,4776838,3897.2212
"854","pry","Paraguay","Americas",2000-01-01,75.62,5323202,3570.28204
"855","pry","Paraguay","Americas",2005-01-01,75.59,5824095,3586.97635
"856","pry","Paraguay","Americas",2010-01-01,75.74,6248017,4359.42842
"857","pry","Paraguay","Americas",2015-01-01,76.49,6688746,4950.61742
"858","pry","Paraguay","Americas",2019-01-01,76.61,7044639,5280.17551
"859","rwa","Rwanda","Africa",1960-01-01,42.24,2935575,351.21761
"860","rwa","Rwanda","Africa",1965-01-01,42.85,3235536,286.80435
"861","rwa","Rwanda","Africa",1970-01-01,43.58,3757351,355.80836
"862","rwa","Rwanda","Africa",1975-01-01,45.02,4364709,319.13504
"863","rwa","Rwanda","Africa",1980-01-01,48.43,5153314,438.30542
"864","rwa","Rwanda","Africa",1985-01-01,51.49,6146884,417.93634
"865","rwa","Rwanda","Africa",1990-01-01,50.01,7288883,378.91623
"866","rwa","Rwanda","Africa",1995-01-01,46.41,5836490,301.93643
"867","rwa","Rwanda","Africa",2000-01-01,50.51,7933688,350.99448
"868","rwa","Rwanda","Africa",2005-01-01,58.22,8840220,464.60498
"869","rwa","Rwanda","Africa",2010-01-01,64.54,10039338,609.72492
"870","rwa","Rwanda","Africa",2015-01-01,67.39,11369066,764.26056
"871","rwa","Rwanda","Africa",2019-01-01,68.65,12626938,901.14395
"872","sdn","Sudan","Africa",1960-01-01,49.76,7544498,897.40187
"873","sdn","Sudan","Africa",1965-01-01,50.53,8770094,859.01501
"874","sdn","Sudan","Africa",1970-01-01,51.6,10281695,794.90849
"875","sdn","Sudan","Africa",1975-01-01,52.8,12144128,857.47876
"876","sdn","Sudan","Africa",1980-01-01,54.8,14507466,815.64169
"877","sdn","Sudan","Africa",1985-01-01,52.17,17210182,714.99829
"878","sdn","Sudan","Africa",1990-01-01,58.66,20147592,772.95796
"879","sdn","Sudan","Africa",1995-01-01,61.29,24094741,870.29701
"880","sdn","Sudan","Africa",2000-01-01,63.26,27275019,1017.28626
"881","sdn","Sudan","Africa",2005-01-01,65.48,30949514,1206.51193
"882","sdn","Sudan","Africa",2010-01-01,67.44,34545014,1489.87409
"883","sdn","Sudan","Africa",2015-01-01,69.03,38902948,2019.49888
"884","sdn","Sudan","Africa",2019-01-01,70.49,42813237,2018.40804
"885","sen","Senegal","Africa",1960-01-01,46.91,3206757,1326.34029
"886","sen","Senegal","Africa",1965-01-01,47.1,3682879,1273.70733
"887","sen","Senegal","Africa",1970-01-01,47.87,4257508,1207.32023
"888","sen","Senegal","Africa",1975-01-01,49.91,4929846,1171.87111
"889","sen","Senegal","Africa",1980-01-01,52.92,5583157,1172.15375
"890","sen","Senegal","Africa",1985-01-01,56.22,6471329,1165.66814
"891","sen","Senegal","Africa",1990-01-01,58.61,7526306,1124.14282
"892","sen","Senegal","Africa",1995-01-01,59.17,8690155,1082.07491
"893","sen","Senegal","Africa",2000-01-01,60.63,9797731,1179.75246
"894","sen","Senegal","Africa",2005-01-01,63.19,11090123,1253.96424
"895","sen","Senegal","Africa",2010-01-01,65.67,12678143,1271.58328
"896","sen","Senegal","Africa",2015-01-01,66.98,14578450,1348.56863
"897","sen","Senegal","Africa",2019-01-01,68.47,16296362,1528.14085
"898","sgp","Singapore","Asia",1960-01-01,65.55,1633133,3503.41112
"899","sgp","Singapore","Asia",1965-01-01,67.4,1877826,4087.87997
"900","sgp","Singapore","Asia",1970-01-01,69.01,2072284,6786.93538
"901","sgp","Singapore","Asia",1975-01-01,70.52,2259721,9673.85374
"902","sgp","Singapore","Asia",1980-01-01,71.72,2411690,13533.67198
"903","sgp","Singapore","Asia",1985-01-01,73.45,2705537,16632.90359
"904","sgp","Singapore","Asia",1990-01-01,75.61,3012968,22571.89477
"905","sgp","Singapore","Asia",1995-01-01,77.13,3525964,29473.43126
"906","sgp","Singapore","Asia",2000-01-01,79.39,4028872,33850.74725
"907","sgp","Singapore","Asia",2005-01-01,81.31,4265693,40498.71453
"908","sgp","Singapore","Asia",2010-01-01,82.76,5131170,47236.96023
"909","sgp","Singapore","Asia",2015-01-01,84.14,5592143,54009.73892
"910","sgp","Singapore","Asia",2019-01-01,84.85,5804343,59374.43639
"911","sle","Sierra Leone","Africa",1960-01-01,42.7,2317638,372.71443
"912","sle","Sierra Leone","Africa",1965-01-01,44.17,2508226,426.25204
"913","sle","Sierra Leone","Africa",1970-01-01,45.74,2744890,476.5572
"914","sle","Sierra Leone","Africa",1975-01-01,47.36,3037158,483.81866
"915","sle","Sierra Leone","Africa",1980-01-01,48.35,3388494,484.64333
"916","sle","Sierra Leone","Africa",1985-01-01,49.33,3805304,448.90264
"917","sle","Sierra Leone","Africa",1990-01-01,51.09,4319763,415.25678
"918","sle","Sierra Leone","Africa",1995-01-01,50.6,4303953,315.93534
"919","sle","Sierra Leone","Africa",2000-01-01,51.63,4584570,302.26433
"920","sle","Sierra Leone","Africa",2005-01-01,53.28,5645629,353.88911
"921","sle","Sierra Leone","Africa",2010-01-01,55.99,6415636,401.83488
"922","sle","Sierra Leone","Africa",2015-01-01,58.67,7171909,441.13797
"923","sle","Sierra Leone","Africa",2019-01-01,61.78,7813207,488.88598
"924","sur","Suriname","Americas",1960-01-01,62.97,287870,3335.0501
"925","sur","Suriname","Americas",1965-01-01,64.81,328939,4003.05707
"926","sur","Suriname","Americas",1970-01-01,65.85,367926,5522.39597
"927","sur","Suriname","Americas",1975-01-01,66.21,359234,5920.39708
"928","sur","Suriname","Americas",1980-01-01,66.77,359531,6853.94862
"929","sur","Suriname","Americas",1985-01-01,69.07,368636,6595.18509
"930","sur","Suriname","Americas",1990-01-01,68.94,405169,6086.1373
"931","sur","Suriname","Americas",1995-01-01,70.91,441851,5551.47583
"932","sur","Suriname","Americas",2000-01-01,69.8,470944,5726.50541
"933","sur","Suriname","Americas",2005-01-01,70.64,499461,6971.03867
"934","sur","Suriname","Americas",2010-01-01,72.29,529126,8255.87487
"935","sur","Suriname","Americas",2015-01-01,72.45,559136,8464.75911
"936","sur","Suriname","Americas",2019-01-01,72.71,581363,8341.92713
"937","swe","Sweden","Europe",1960-01-01,73.41,7482536,18062.46992
"938","swe","Sweden","Europe",1965-01-01,74.19,7745678,22498.4781
"939","swe","Sweden","Europe",1970-01-01,74.83,8054909,26656.77933
"940","swe","Sweden","Europe",1975-01-01,75.26,8197341,29732.57388
"941","swe","Sweden","Europe",1980-01-01,76.07,8316331,31320.31738
"942","swe","Sweden","Europe",1985-01-01,77.09,8357650,34400.01932
"943","swe","Sweden","Europe",1990-01-01,77.95,8567375,37785.86777
"944","swe","Sweden","Europe",1995-01-01,79.12,8836421,37870.91876
"945","swe","Sweden","Europe",2000-01-01,80,8881642,44941.67037
"946","swe","Sweden","Europe",2005-01-01,80.98,9038627,50268.17571
"947","swe","Sweden","Europe",2010-01-01,81.86,9390157,52869.04429
"948","swe","Sweden","Europe",2015-01-01,82.55,9764949,56339.9943
"949","swe","Sweden","Europe",2019-01-01,82.83,10036391,58112.43528
"950","syc","Seychelles","Africa",1960-01-01,63.64,41611,2829.64066
"951","syc","Seychelles","Africa",1965-01-01,63.89,46787,2956.45217
"952","syc","Seychelles","Africa",1970-01-01,65.73,52371,3511.84863
"953","syc","Seychelles","Africa",1975-01-01,68.91,59584,4456.79835
"954","syc","Seychelles","Africa",1980-01-01,71.06,66237,6120.53884
"955","syc","Seychelles","Africa",1985-01-01,71.25,69772,6148.43451
"956","syc","Seychelles","Africa",1990-01-01,70.56,70572,7542.55943
"957","syc","Seychelles","Africa",1995-01-01,70.95,76653,8009.7945
"958","syc","Seychelles","Africa",2000-01-01,72.2,80998,9790.27077
"959","syc","Seychelles","Africa",2005-01-01,72.24,88652,9450.27943
"960","syc","Seychelles","Africa",2010-01-01,73.21,91273,10804.68447
"961","syc","Seychelles","Africa",2015-01-01,73.41,94981,13187.61195
"962","syc","Seychelles","Africa",2019-01-01,73.56,97741,14232.60952
"963","tcd","Chad","Africa",1960-01-01,47.41,3001604,696.95363
"964","tcd","Chad","Africa",1965-01-01,48.47,3309583,651.72862
"965","tcd","Chad","Africa",1970-01-01,48.36,3643608,634.77745
"966","tcd","Chad","Africa",1975-01-01,50.42,4088568,586.35206
"967","tcd","Chad","Africa",1980-01-01,50.77,4514427,410.71426
"968","tcd","Chad","Africa",1985-01-01,52.36,5095400,556.89572
"969","tcd","Chad","Africa",1990-01-01,53.54,5963250,517.08436
"970","tcd","Chad","Africa",1995-01-01,53.46,7010159,484.57778
"971","tcd","Chad","Africa",2000-01-01,52.25,8355654,462.25424
"972","tcd","Chad","Africa",2005-01-01,53.73,10096630,833.55768
"973","tcd","Chad","Africa",2010-01-01,56.5,11952134,892.56887
"974","tcd","Chad","Africa",2015-01-01,58.75,14110971,956.65996
"975","tcd","Chad","Africa",2019-01-01,60.38,15946882,813.71959
"976","tgo","Togo","Africa",1960-01-01,46.95,1580508,374.64713
"977","tgo","Togo","Africa",1965-01-01,48.58,1708631,558.9122
"978","tgo","Togo","Africa",1970-01-01,51.42,2115522,621.80626
"979","tgo","Togo","Africa",1975-01-01,53.7,2410451,654.95512
"980","tgo","Togo","Africa",1980-01-01,55.77,2720835,733.46111
"981","tgo","Togo","Africa",1985-01-01,57.11,3252997,602.69724
"982","tgo","Togo","Africa",1990-01-01,57.98,3774310,587.14519
"983","tgo","Togo","Africa",1995-01-01,57.55,4226293,526.37504
"984","tgo","Togo","Africa",2000-01-01,56.38,4924406,558.65055
"985","tgo","Togo","Africa",2005-01-01,56.91,5611643,517.00652
"986","tgo","Togo","Africa",2010-01-01,59.5,6421674,534.04478
"987","tgo","Togo","Africa",2015-01-01,62.38,7323162,630.93691
"988","tgo","Togo","Africa",2019-01-01,65.03,8082359,697.11344
"989","tha","Thailand","Asia",1960-01-01,60.87,27397208,570.85777
"990","tha","Thailand","Asia",1965-01-01,62.85,31822656,695.15876
"991","tha","Thailand","Asia",1970-01-01,64.15,36884525,929.09371
"992","tha","Thailand","Asia",1975-01-01,65.49,42326307,1070.56373
"993","tha","Thailand","Asia",1980-01-01,66.5,47374463,1404.00619
"994","tha","Thailand","Asia",1985-01-01,70.03,52026901,1666.75126
"995","tha","Thailand","Asia",1990-01-01,71.29,56558196,2503.80859
"996","tha","Thailand","Asia",1995-01-01,70.72,59467272,3531.79241
"997","tha","Thailand","Asia",2000-01-01,71.81,62952639,3458.35289
"998","tha","Thailand","Asia",2005-01-01,74.75,65416189,4337.87998
"999","tha","Thailand","Asia",2010-01-01,77,67195032,5076.33987
"1000","tha","Thailand","Asia",2015-01-01,78.19,68714519,5741.3641
"1001","tha","Thailand","Asia",2019-01-01,78.42,69625581,6505.71533
"1002","tto","Trinidad and Tobago","Americas",1960-01-01,64.32,847973,4006.74999
"1003","tto","Trinidad and Tobago","Americas",1965-01-01,65.13,911742,4997.11637
"1004","tto","Trinidad and Tobago","Americas",1970-01-01,65.35,945357,5726.7364
"1005","tto","Trinidad and Tobago","Americas",1975-01-01,66.78,1010934,6129.36854
"1006","tto","Trinidad and Tobago","Americas",1980-01-01,67.64,1084743,8345.13883
"1007","tto","Trinidad and Tobago","Americas",1985-01-01,68.31,1170296,6806.0469
"1008","tto","Trinidad and Tobago","Americas",1990-01-01,69.6,1221121,5823.64026
"1009","tto","Trinidad and Tobago","Americas",1995-01-01,69.82,1254200,6873.88535
"1010","tto","Trinidad and Tobago","Americas",2000-01-01,70.47,1267159,9785.86341
"1011","tto","Trinidad and Tobago","Americas",2005-01-01,71.93,1296497,14110.09558
"1012","tto","Trinidad and Tobago","Americas",2010-01-01,73.73,1328144,16683.39306
"1013","tto","Trinidad and Tobago","Americas",2015-01-01,74.92,1370332,16783.93922
"1014","tto","Trinidad and Tobago","Americas",2019-01-01,74.88,1394969,14920.61605
"1015","tur","Turkey","Europe",1960-01-01,49.53,27472339,3174.9442
"1016","tur","Turkey","Europe",1965-01-01,53.39,30972996,3556.75421
"1017","tur","Turkey","Europe",1970-01-01,57.13,34876296,4221.02167
"1018","tur","Turkey","Europe",1975-01-01,60.74,39277249,4967.24265
"1019","tur","Turkey","Europe",1980-01-01,64.06,43975972,4986.52379
"1020","tur","Turkey","Europe",1985-01-01,66.65,49133928,5659.21729
"1021","tur","Turkey","Europe",1990-01-01,68.75,53921758,6774.40494
"1022","tur","Turkey","Europe",1995-01-01,70.85,58486453,7315.17348
"1023","tur","Turkey","Europe",2000-01-01,74.73,63240196,8278.52565
"1024","tur","Turkey","Europe",2005-01-01,76.81,67903461,9790.13561
"1025","tur","Turkey","Europe",2010-01-01,76.72,72326992,10742.77498
"1026","tur","Turkey","Europe",2015-01-01,77.36,78529413,13924.13
"1027","tur","Turkey","Europe",2019-01-01,78.4,83429607,15125.87904
"1028","ury","Uruguay","Americas",1960-01-01,68.32,2538648,5474.628
"1029","ury","Uruguay","Americas",1965-01-01,68.44,2694537,5395.15089
"1030","ury","Uruguay","Americas",1970-01-01,68.47,2809799,5670.61879
"1031","ury","Uruguay","Americas",1975-01-01,69.31,2830172,6066.26498
"1032","ury","Uruguay","Americas",1980-01-01,70.6,2915389,7355.20881
"1033","ury","Uruguay","Americas",1985-01-01,72.27,3011519,5873.32952
"1034","ury","Uruguay","Americas",1990-01-01,73.17,3109598,6878.15192
"1035","ury","Uruguay","Americas",1995-01-01,73.68,3224275,8045.96162
"1036","ury","Uruguay","Americas",2000-01-01,74.77,3319734,9001.75547
"1037","ury","Uruguay","Americas",2005-01-01,75.54,3321799,9078.64839
"1038","ury","Uruguay","Americas",2010-01-01,76.53,3359273,11992.02377
"1039","ury","Uruguay","Americas",2015-01-01,77.14,3412013,13938.77373
"1040","ury","Uruguay","Americas",2019-01-01,77.53,3461731,14315.99486
"1041","usa","United States","Americas",1960-01-01,70.06,186720570,17578.13732
"1042","usa","United States","Americas",1965-01-01,70.37,199733679,20849.73824
"1043","usa","United States","Americas",1970-01-01,70.93,209513340,23207.21994
"1044","usa","United States","Americas",1975-01-01,72.73,219081250,25120.23085
"1045","usa","United States","Americas",1980-01-01,73.96,229476360,28589.67273
"1046","usa","United States","Americas",1985-01-01,74.91,240499822,32118.75943
"1047","usa","United States","Americas",1990-01-01,75.72,252120309,36059.30163
"1048","usa","United States","Americas",1995-01-01,76.08,265163741,38369.16184
"1049","usa","United States","Americas",2000-01-01,77.03,281710914,44726.9654
"1050","usa","United States","Americas",2005-01-01,77.73,294993509,48499.81238
"1051","usa","United States","Americas",2010-01-01,78.89,309011469,48466.6576
"1052","usa","United States","Americas",2015-01-01,78.99,320878312,52236.11935
"1053","usa","United States","Americas",2019-01-01,78.93,329064917,55886.18421
"1054","vct","St. Vincent and the Grenadines","Americas",1960-01-01,60.97,80970,1752.01436
"1055","vct","St. Vincent and the Grenadines","Americas",1965-01-01,63.41,86009,1752.59179
"1056","vct","St. Vincent and the Grenadines","Americas",1970-01-01,64.78,90501,1828.40529
"1057","vct","St. Vincent and the Grenadines","Americas",1975-01-01,66.59,95665,1678.36974
"1058","vct","St. Vincent and the Grenadines","Americas",1980-01-01,68.56,100566,2319.90331
"1059","vct","St. Vincent and the Grenadines","Americas",1985-01-01,69.99,104503,2821.34279
"1060","vct","St. Vincent and the Grenadines","Americas",1990-01-01,70.11,107489,3599.02068
"1061","vct","St. Vincent and the Grenadines","Americas",1995-01-01,70.47,108043,4162.22323
"1062","vct","St. Vincent and the Grenadines","Americas",2000-01-01,71.11,107787,4752.90978
"1063","vct","St. Vincent and the Grenadines","Americas",2005-01-01,72.6,108617,5863.34448
"1064","vct","St. Vincent and the Grenadines","Americas",2010-01-01,73.11,108260,6292.49885
"1065","vct","St. Vincent and the Grenadines","Americas",2015-01-01,72.57,109135,6581.60711
"1066","vct","St. Vincent and the Grenadines","Americas",2019-01-01,72.95,110593,6862.6661
"1067","ven","Venezuela","Americas",1960-01-01,65.17,8141839,12457.21002
"1068","ven","Venezuela","Americas",1965-01-01,66.03,9692281,14095.75235
"1069","ven","Venezuela","Americas",1970-01-01,66.51,11396396,14570.09703
"1070","ven","Venezuela","Americas",1975-01-01,67.6,13189511,14555.90236
"1071","ven","Venezuela","Americas",1980-01-01,69.66,15182616,14269.38566
"1072","ven","Venezuela","Americas",1985-01-01,71.56,17319513,11938.23251
"1073","ven","Venezuela","Americas",1990-01-01,72.44,19632665,11968.85422
"1074","ven","Venezuela","Americas",1995-01-01,72.61,21931087,12692.59435
"1075","ven","Venezuela","Americas",2000-01-01,74.17,24192449,11944.20436
"1076","ven","Venezuela","Americas",2005-01-01,75.01,26432445,12400.7757
"1077","ven","Venezuela","Americas",2010-01-01,75.3,28439942,13825.35712
"1078","ven","Venezuela","Americas",2015-01-01,75.67,30081827,NA
"1079","ven","Venezuela","Americas",2019-01-01,75.05,28515829,NA
"1080","zaf","South Africa","Africa",1960-01-01,53.93,17099836,4624.07703
"1081","zaf","South Africa","Africa",1965-01-01,55.19,19384838,5531.7314
"1082","zaf","South Africa","Africa",1970-01-01,56.69,22069783,6244.08136
"1083","zaf","South Africa","Africa",1975-01-01,58.3,25195184,6542.61093
"1084","zaf","South Africa","Africa",1980-01-01,59.52,28556771,6722.19481
"1085","zaf","South Africa","Africa",1985-01-01,61.92,32678876,6283.11132
"1086","zaf","South Africa","Africa",1990-01-01,64.18,36800507,6059.79823
"1087","zaf","South Africa","Africa",1995-01-01,62.93,41435761,5615.29871
"1088","zaf","South Africa","Africa",2000-01-01,55.58,44967713,5937.62543
"1089","zaf","South Africa","Africa",2005-01-01,52.1,47880595,6729.82831
"1090","zaf","South Africa","Africa",2010-01-01,57.07,51216967,7328.6152
"1091","zaf","South Africa","Africa",2015-01-01,62.26,55386369,7556.78831
"1092","zaf","South Africa","Africa",2019-01-01,65.14,58558267,7345.96279
"1093","zmb","Zambia","Africa",1960-01-01,49.56,3070780,1495.70327
"1094","zmb","Zambia","Africa",1965-01-01,51.21,3570466,1718.67566
"1095","zmb","Zambia","Africa",1970-01-01,53.5,4179062,1580.82874
"1096","zmb","Zambia","Africa",1975-01-01,55.13,4943279,1502.17891
"1097","zmb","Zambia","Africa",1980-01-01,55.63,5851818,1292.4618
"1098","zmb","Zambia","Africa",1985-01-01,55.15,6923148,1119.11576
"1099","zmb","Zambia","Africa",1990-01-01,51.94,8036849,1043.72291
"1100","zmb","Zambia","Africa",1995-01-01,46.82,9096608,909.58327
"1101","zmb","Zambia","Africa",2000-01-01,45.34,10415942,948.73641
"1102","zmb","Zambia","Africa",2005-01-01,48.73,11856244,1126.03222
"1103","zmb","Zambia","Africa",2010-01-01,56.54,13605986,1489.45909
"1104","zmb","Zambia","Africa",2015-01-01,60.8,15879370,1641.01243
"1105","zmb","Zambia","Africa",2019-01-01,63.18,17861034,1653.82903
"1106","zwe","Zimbabwe","Africa",1960-01-01,55.54,3776679,994.69838
"1107","zwe","Zimbabwe","Africa",1965-01-01,56.59,4471178,998.75421
"1108","zwe","Zimbabwe","Africa",1970-01-01,58.04,5289312,1305.14534
"1109","zwe","Zimbabwe","Africa",1975-01-01,59.33,6293875,1388.49252
"1110","zwe","Zimbabwe","Africa",1980-01-01,60.4,7408630,1269.24405
"1111","zwe","Zimbabwe","Africa",1985-01-01,62.96,8877489,1303.65113
"1112","zwe","Zimbabwe","Africa",1990-01-01,62.38,10432409,1386.8506
"1113","zwe","Zimbabwe","Africa",1995-01-01,54.19,11410721,1345.99205
"1114","zwe","Zimbabwe","Africa",2000-01-01,47.5,11881482,1449.04216
"1115","zwe","Zimbabwe","Africa",2005-01-01,46.76,12076697,971.26688
"1116","zwe","Zimbabwe","Africa",2010-01-01,52.32,12697728,948.33148
"1117","zwe","Zimbabwe","Africa",2015-01-01,58.58,13814642,1234.10219
"1118","zwe","Zimbabwe","Africa",2019-01-01,61.04,14645473,1168.00807
